Watchlist Scanner

Results
Industry,Symbol,Company Name,Market Cap,Last,Free Cash Flow Per Share - Current (LTM),Book Value Per Share - Current (LTM),Earnings Per Share - TTM - Current (LTM),Return on Equity (ROE) - Current (LTM),Return on Assets (ROA) - Current (LTM),Financial Leverage (Assets/Equity) - Current (LTM),3
"Oil, Gas & Consumable Fuels",VLO,Valero Energy Corporation,"60,770 M",199.24,$12.68,$77.88,$7.57,8.2775,3.5862,2.4676,
"Oil, Gas & Consumable Fuels",VNOM,"Viper Energy, Inc.","7,595 M",45.09,($15.63),$27.30,$1.93,4.3798,4.5041,2.9628,
Energy Equipment & Services,VTOL,Bristow Group Inc.,"1,357 M",46.91,($0.83),$35.84,$4.78,14.731,4.5846,2.1899,
"Oil, Gas & Consumable Fuels",VTS,"Vitesse Energy, Inc.",872 M,22.56,$1.17,$16.01,$0.56,3.5691,2.6701,1.4347,
Energy Equipment & Services,WBI,WaterBridge Infrastructure LLC,"1,082 M",25.01,<empty>,$14.05,($2.11),<empty>,<empty>,6.4822,
"Oil, Gas & Consumable Fuels",WDS,Woodside Energy Group Ltd,"36,235 M",19.06,($0.85),$18.77,$1.54,8.0822,3.2443,1.8204,
"Oil, Gas & Consumable Fuels",WES,"Western Midstream Partners, LP","16,928 M",41.49,$3.87,$8.32,$3.38,40.493,8.2248,3.8217,
Energy Equipment & Services,WHD,"Cactus, Inc.","4,045 M",58.76,$3.05,$17.29,$2.52,16.179,9.2028,1.5672,
"Oil, Gas & Consumable Fuels",WKC,World Kinect Corporation,"1,477 M",26.59,$5.61,$29.10,($7.72),-23.57,2.27,3.7458,
"Oil, Gas & Consumable Fuels",WMB,"The Williams Companies, Inc.","88,192 M",72.17,$0.74,$10.45,$2.14,18.555,4.8715,4.5861,
"Oil, Gas & Consumable Fuels",WTI,"W&T Offshore, Inc.",390 M,2.62,($0.05),($1.16),($0.99),143.43,-3.0351,-5.5693,
Energy Equipment & Services,WTTR,"Select Water Solutions, Inc.","1,492 M",14.22,($0.68),$7.68,$0.18,2.33,1.5092,1.9806,
"Oil, Gas & Consumable Fuels",XOM,Exxon Mobil Corporation,"630,904 M",150.97,$5.48,$62.07,$6.70,11.081,4.8136,1.7309,
Energy Equipment & Services,XPRO,Expro Group Holdings N.V.,"2,019 M",17.78,$1.10,$13.21,$0.59,4.5958,3.7653,1.5195,
"Oil, Gas & Consumable Fuels",YPF,YPF Sociedad AnÃ³nima,"15,108 M",38.50,($0.60),$28.93,($0.97),-3.4868,2.8836,2.5911,
"Oil, Gas & Consumable Fuels",ZPTAF,Surge Energy Inc.,568 M,5.74,$0.68,$5.39,$0.32,5.9617,.3402,1.8276,
