Watchlist Scanner

Results
Industry,Symbol,Company Name,Market Cap,Last,Free Cash Flow Per Share - Current (LTM),Book Value Per Share - Current (LTM),Earnings Per Share - TTM - Current (LTM),Return on Equity (ROE) - Current (LTM),Return on Assets (ROA) - Current (LTM),Financial Leverage (Assets/Equity) - Current (LTM),3
Life Sciences Tools & Services,EVO,Evotec SE,"1,269 M",3.57,($0.60),$5.29,($1.06),-17.978,-2.6939,2.2155,
Health Care Equipment & Supplies,EW,Edwards Lifesciences Corporation,"45,797 M",78.92,$1.36,$17.57,$1.81,10.42,7.7152,1.3006,
Pharmaceuticals,EWTX,"Edgewise Therapeutics, Inc.","3,124 M",29.51,($1.33),$5.28,($1.57),-30.021,-20.663,1.0444,
Biotechnology,EXAS,Exact Sciences Corporation,"19,717 M",103.29,$1.89,$12.58,($1.10),-8.6585,-1.5918,2.4409,
Biotechnology,EXEL,"Exelixis, Inc.","11,469 M",44.16,$3.11,$8.23,$2.78,35.527,19.265,1.3161,
Health Care Providers & Services,EXETF,Extendicare Inc.,"1,713 M",18.133,$0.85,$1.41,$0.76,65.57,10.402,5.3317,
Pharmaceuticals,EYPT,"EyePoint, Inc.","1,217 M",14.70,($3.11),$2.88,($3.00),-98.231,-49.385,1.2573,
Biotechnology,FBRX,"Forte Biosciences, Inc.",372 M,29.67,($3.78),$4.72,($4.39),-110.72,-58.066,1.1545,
Biotechnology,FDMT,"4D Molecular Therapeutics, Inc.",468 M,9.17,($3.31),$7.89,($3.74),-45.378,-27.636,1.1491,
Biotechnology,FENC,Fennec Pharmaceuticals Inc.,300 M,8.78,($0.29),($0.16),($0.26),143.62,-5.3867,-10.966,
Biotechnology,FHTX,Foghorn Therapeutics Inc.,342 M,5.83,($1.41),($1.59),($1.15),122.3,-21.067,-2.286,
Health Care Providers & Services,FLGT,"Fulgent Genetics, Inc.",719 M,23.27,($0.65),$36.49,($1.40),-3.9164,-3.6245,1.0788,
Health Care Providers & Services,FMS,Fresenius Medical Care AG,"13,977 M",24.11,$7.09,$52.45,$2.86,6.3232,3.325,2.3853,
Biotechnology,FOLD,"Amicus Therapeutics, Inc.","4,502 M",14.35,$0.03,$0.75,($0.05),-6.8716,2.6063,3.7705,
Life Sciences Tools & Services,FTRE,Fortrea Holdings Inc.,"1,017 M",11.01,($0.14),$6.30,($11.37),-98.133,-1.3152,4.7213,
Pharmaceuticals,FULC,"Fulcrum Therapeutics, Inc.",774 M,11.73,($0.97),$3.67,($1.14),-31.214,-20.629,1.0831,
Health Care Technology,GDRX,"GoodRx Holdings, Inc.",801 M,2.36,$0.29,$1.76,$0.09,4.8959,5.0252,2.2066,
Health Care Equipment & Supplies,GEHC,GE HealthCare Technologies Inc.,"37,832 M",83.01,$3.30,$22.77,$4.55,22.378,5.4718,3.5558,
Biotechnology,GERN,Geron Corporation,"1,226 M",1.92,($0.20),$0.39,($0.12),-29.572,-7.7907,2.2813,
Health Care Providers & Services,GH,"Guardant Health, Inc.","13,816 M",106.38,($2.11),($2.84),($3.21),192.39,-19.638,-3.6019,
Pharmaceuticals,GHRS,GH Research PLC,980 M,15.80,($0.71),$4.70,($0.73),-17.856,-14.179,1.0365,
Biotechnology,GILD,"Gilead Sciences, Inc.","187,492 M",151.12,$7.60,$18.23,$6.78,40.655,12.516,2.6096,
Health Care Equipment & Supplies,GKOS,Glaukos Corporation,"6,726 M",117.10,($0.49),$11.41,($3.28),-26.378,-5.8031,1.3617,
Biotechnology,GLPG,Galapagos NV,"2,252 M",34.18,($5.12),$43.60,($7.91),-16.72,-5.1874,1.4352,
Biotechnology,GLSI,"Greenwich LifeSciences, Inc.",345 M,24.93,($0.64),$0.16,($1.46),-543.43,-254.19,1.7423,
Biotechnology,GLTO,"Galecto, Inc.","1,835 M",30.46,($9.25),$5.02,($11.99),-109.49,-43.544,1.6106,
Biotechnology,GLUE,"Monte Rosa Therapeutics, Inc.","1,461 M",19.16,$1.76,$3.98,$0.25,9.2826,1.3728,1.8705,
Biotechnology,GMAB,Genmab A/S,"17,802 M",28.90,$18.20,$95.08,$15.37,16.58,7.7833,2.2016,
Health Care Equipment & Supplies,GMED,"Globus Medical, Inc.","12,169 M",90.92,$4.20,$32.68,$3.08,10.009,6.4323,1.1584,
Biotechnology,GOSS,"Gossamer Bio, Inc.",488 M,2.11,($0.70),($0.36),($0.69),1107.6,-34.246,-2.5363,
Pharmaceuticals,GPCR,Structure Therapeutics Inc.,"4,766 M",67.47,($3.40),$12.69,($3.65),-25.28,-17.532,1.0807,
Biotechnology,GRAL,"GRAIL, Inc.","3,958 M",101.53,($9.43),$61.94,($11.62),-16.83,-11.065,1.1612,
Health Care Providers & Services,GRDN,"Guardian Pharmacy Services, Inc.","2,092 M",33.04,$1.09,$2.90,$0.28,24.004,10.553,2.1226,
Biotechnology,GRFS,"Grifols, S.A.","6,424 M",9.44,$1.21,$8.93,$0.64,5.8935,4.5822,3.8336,
Pharmaceuticals,GSK,GSK plc,"122,104 M",60.85,$1.62,$5.50,$1.87,43.31,9.7776,3.7319,
Biotechnology,GYRE,"Gyre Therapeutics, Inc.",811 M,8.42,$0.02,$1.12,$0.04,10.017,5.285,1.5638,
Health Care Equipment & Supplies,HAE,Haemonetics Corporation,"2,819 M",60.67,$6.43,$19.46,$3.65,19.297,6.4463,2.7329,
Biotechnology,HALO,"Halozyme Therapeutics, Inc.","8,472 M",72.04,$5.38,$0.41,$2.56,153.59,12.776,51.734,
Health Care Providers & Services,HCA,"HCA Healthcare, Inc.","118,220 M",528.66,$32.54,($26.83),$28.33,-702.35,12.439,-10.075,
Pharmaceuticals,HCM,HUTCHMED (China) Limited,"2,594 M",15.09,($0.07),$1.43,$0.53,46.898,-.8108,1.445,
Pharmaceuticals,HELP,Cybin Inc.,344 M,6.90,($4.15),$5.49,($4.48),-55.893,-31.948,1.0591,
Health Care Providers & Services,HIMS,"Hims & Hers Health, Inc.","3,601 M",15.82,$0.54,$2.55,$0.54,26.207,5.5375,3.844,
Pharmaceuticals,HLN,Haleon plc,"49,474 M",11.11,$0.33,$2.42,$0.23,9.3808,4.6129,1.9966,
Health Care Providers & Services,HNGE,"Hinge Health, Inc.","3,300 M",41.92,$3.03,$2.25,($7.77),-132.86,-47.691,4.1686,
Health Care Equipment & Supplies,HOLX,"Hologic, Inc.","16,775 M",75.14,$4.26,$23.51,$2.40,10.856,7.4339,1.7503,
Health Care Providers & Services,HQY,"HealthEquity, Inc.","6,739 M",78.88,$4.19,$24.93,$2.18,9.0086,5.4348,1.5923,
Pharmaceuticals,HRMY,"Harmony Biosciences Holdings, Inc.","1,981 M",34.39,$4.88,$14.50,$3.17,25.934,13.202,1.4468,
Pharmaceuticals,HROW,"Harrow, Inc.","1,882 M",50.82,($0.57),$1.27,($0.14),-9.5663,4.911,7.7224,
Health Care Providers & Services,HSIC,"Henry Schein, Inc.","9,041 M",76.80,$2.90,$28.35,$3.17,8.3476,4.2334,3.3017,
Health Care Technology,HSTM,"HealthStream, Inc.",599 M,20.20,$0.96,$11.78,$0.68,5.8742,2.8073,1.4317,
Health Care Technology,HTFL,"HeartFlow, Inc.","2,043 M",23.99,($3.59),$3.05,($7.38),193.01,-25.194,1.4314,
Health Care Providers & Services,HUM,Humana Inc.,"22,912 M",190.50,$3.11,$146.42,$9.84,7.0387,3.5434,2.77,
Health Care Equipment & Supplies,IART,Integra LifeSciences Holdings Corporation,939 M,12.05,($0.19),$13.33,($6.47),-38.711,2.6051,3.5144,
Biotechnology,IBRX,"ImmunityBio, Inc.","8,481 M",8.61,($0.38),($0.53),($0.42),55.017,-36.889,-.98983,
Life Sciences Tools & Services,ICLR,ICON Public Limited Company,"7,515 M",98.41,$12.09,$122.25,$7.47,6.2741,4.2015,1.7684,
Health Care Equipment & Supplies,ICUI,"ICU Medical, Inc.","3,697 M",149.74,$2.53,$86.17,($0.31),-.3525,1.9223,1.9287,
Health Care Equipment & Supplies,IDXX,"IDEXX Laboratories, Inc.","50,365 M",630.73,$13.14,$20.09,$13.08,66.202,25.587,2.0872,
Biotechnology,IDYA,"IDEAYA Biosciences, Inc.","2,884 M",32.90,($1.20),$12.46,($1.28),-10.571,-10.767,1.0853,
Life Sciences Tools & Services,ILMN,"Illumina, Inc.","18,348 M",120.00,$6.01,$17.80,$5.45,33.359,8.3899,2.44,
Biotechnology,IMCR,Immunocore Holdings plc,"1,676 M",33.165,$0.06,$7.86,($0.58),-7.5478,-1.5467,2.7801,
Biotechnology,IMMP,Immutep Limited,421 M,2.86,($0.03),$0.06,($0.03),-36.88,-22.664,1.0929,
Biotechnology,IMMX,"Immix Biopharma, Inc.",414 M,7.81,($0.51),$0.25,($0.78),-182.55,-66.478,2.4296,
Biotechnology,IMNM,"Immunome, Inc.","2,443 M",22.14,($2.50),$2.88,($2.81),-93.037,-46.481,1.1344,
Biotechnology,IMRX,Immuneering Corporation,339 M,5.25,($1.41),$3.59,($1.76),-43.75,-25.912,1.0574,
Biotechnology,IMTX,Immatics N.V.,"1,381 M",10.30,($1.79),$4.02,($1.17),-30.028,-16.225,1.2445,
Biotechnology,IMVT,"Immunovant, Inc.","5,365 M",26.36,($2.44),$4.85,($2.68),-69.348,-41.333,1.0672,
Biotechnology,INBX,"Inhibrx Biosciences, Inc.","1,179 M",81.08,($9.27),$2.54,($10.03),-144.07,-60.973,4.8187,
Biotechnology,INCY,Incyte Corporation,"20,246 M",101.73,$6.81,$26.04,$6.41,29.87,13.571,1.3465,
Pharmaceuticals,INDV,"Indivior Pharmaceuticals, Inc.","4,306 M",34.44,$0.93,($1.66),$0.98,-66.31,13.064,-6.8406,
Health Care Equipment & Supplies,INMD,InMode Ltd.,956 M,15.095,$1.30,$10.78,$1.43,13.53,6.8767,1.1218,
Health Care Providers & Services,INNV,InnovAge Holding Corp.,"1,096 M",8.08,$0.37,$1.89,$0.05,1.1758,2.9182,2.0542,
Biotechnology,INSM,Insmed Incorporated,"34,337 M",161.00,($4.76),$4.45,($6.22),-165.69,-28.046,2.4966,
Health Care Equipment & Supplies,INSP,"Inspire Medical Systems, Inc.","1,709 M",59.78,$2.67,$27.33,$4.89,19.774,3.7123,1.1615,
Biotechnology,INTS,"Intensity Therapeutics, Inc.",392 M,6.52,<empty>,$0.15,<empty>,<empty>,<empty>,<empty>,
Pharmaceuticals,INVA,"Innoviva, Inc.","1,768 M",23.64,$2.91,$13.51,$1.52,15.174,8.1615,1.415,
Biotechnology,IONS,"Ionis Pharmaceuticals, Inc.","13,467 M",83.145,($1.95),$3.84,($1.61),-40.04,-5.6844,4.9082,
Biotechnology,IOVA,"Iovance Biotherapeutics, Inc.","1,131 M",2.850000,($1.06),$1.82,($1.20),-53.889,-27.117,1.2886,
Life Sciences Tools & Services,IQV,IQVIA Holdings Inc.,"28,723 M",169.36,$11.93,$38.34,$7.84,21.438,5.0292,4.6046,
Health Care Equipment & Supplies,IRMD,IRADIMED CORPORATION,"1,283 M",100.86,$1.10,$7.43,$1.75,24.78,15.781,1.1496,
Biotechnology,IRON,"Disc Medicine, Inc.","2,391 M",63.35,($4.97),$16.38,($5.42),-34.784,-22.61,1.0995,
Health Care Equipment & Supplies,IRTC,"iRhythm Holdings, Inc.","5,119 M",158.88,$1.02,$3.78,($1.62),-53.148,-3.0803,8.1647,
Biotechnology,IRWD,"Ironwood Pharmaceuticals, Inc.",750 M,4.61,$0.42,($1.62),$0.18,-9.9216,22.876,-1.4993,
Health Care Equipment & Supplies,ISRG,"Intuitive Surgical, Inc.","177,398 M",499.53,$6.98,$50.19,$7.87,16.69,9.392,1.1478,
Health Care Equipment & Supplies,ITGR,Integer Holdings Corporation,"2,908 M",83.00,$3.52,$49.83,$2.43,5.1793,4.6645,1.946,
Biotechnology,IVA,Inventiva S.A.,"1,383 M",6.70,($1.22),($0.08),($4.15),707.22,-56.769,-20.087,
Biotechnology,IVVD,"Invivyd, Inc.",454 M,1.61,($0.61),$0.43,($0.45),-67.937,-25.838,1.4952,
Biotechnology,JANX,"Janux Therapeutics, Inc.",807 M,13.42,($1.18),$16.24,($1.68),-12.482,-10.487,1.0494,
Pharmaceuticals,JNJ,Johnson & Johnson,"595,028 M",246.91,$8.02,$33.86,$11.03,35.03,8.6778,2.443,
Biotechnology,KALA,"KALA BIO, Inc.",368 M,.4042,($5.22),($1.17),($5.83),3969.1,-65.808,-2.8876,
Biotechnology,KALV,"KalVista Pharmaceuticals, Inc.",803 M,15.89,($3.27),$0.81,($3.95),-190.18,-60.978,5.2833,
Health Care Equipment & Supplies,KIDS,OrthoPediatrics Corp.,428 M,17.05,($1.26),$13.93,($1.95),-12.667,-4.0775,1.4128,
Biotechnology,KMDA,Kamada Ltd.,500 M,8.66,$0.31,$4.51,$0.35,7.8555,4.7637,1.4222,
Health Care Equipment & Supplies,KMTS,"Kestra Medical Technologies, Ltd.","1,536 M",26.32,($2.84),$3.19,($3.44),-126.4,-43.95,1.5035,
Biotechnology,KNSA,"Kiniksa Pharmaceuticals International, plc","3,575 M",47.17,$1.39,$7.10,$0.47,7.3875,3.7623,1.3305,
Biotechnology,KOD,Kodiak Sciences Inc.,"1,628 M",26.665,($2.41),$0.45,($4.12),-207.92,-47.211,9.2043,
Biotechnology,KROS,"Keros Therapeutics, Inc.",504 M,16.55,$2.15,$17.32,$1.57,10.425,4.3951,1.0557,
Biotechnology,KRYS,"Krystal Biotech, Inc.","7,617 M",262.67,$6.53,$41.78,$6.84,18.914,8.4372,1.0937,
Biotechnology,KURA,"Kura Oncology, Inc.",747 M,8.58,$0.95,$2.79,($2.48),-65.1,-26.57,2.6774,
Biotechnology,KYMR,"Kymera Therapeutics, Inc.","6,920 M",86.50,($2.81),$13.19,($3.60),-32.093,-19.21,1.1646,
Biotechnology,KYTX,"Kyverna Therapeutics, Inc.",483 M,8.10,($3.66),$3.47,($3.72),-70.819,-40.749,1.2317,
Life Sciences Tools & Services,LAB,Standard BioTools Inc.,442 M,1.15,($0.26),$1.04,($0.39),-33.261,-14.549,1.3502,
Pharmaceuticals,LBRX,LB Pharmaceuticals Inc,612 M,24.20,($0.91),$12.26,($0.74),-206.22,-102.33,1.0339,
Biotechnology,LCTX,"Lineage Cell Therapeutics, Inc.",410 M,1.78,($0.09),$0.10,($0.29),-157.75,-13.653,4.0671,
Biotechnology,LEGN,Legend Biotech Corporation,"3,391 M",18.36,($1.03),$5.48,($1.30),-22.535,-6.9175,1.6939,
Pharmaceuticals,LENZ,"LENZ Therapeutics, Inc.",377 M,12.05,($1.65),$6.78,($2.11),-28.779,-19.524,1.0865,
Life Sciences Tools & Services,LFCR,"Lifecore Biomedical, Inc.",270 M,7.20,($0.39),$0.04,($1.27),-76.414,-3.0422,179.15,
Health Care Providers & Services,LFST,"LifeStance Health Group, Inc.","2,797 M",7.19,$0.31,$3.84,($0.03),-.6223,.2571,1.4396,
Pharmaceuticals,LGND,Ligand Pharmaceuticals Incorporated,"3,667 M",186.32,$1.60,$48.34,$2.49,5.4239,1.4828,1.5542,
Health Care Providers & Services,LH,Labcorp Holdings Inc.,"23,418 M",282.48,$14.50,$104.86,$10.46,10.509,5.154,2.1338,
Health Care Equipment & Supplies,LIVN,LivaNova PLC,"3,707 M",67.89,$3.51,$21.19,($3.99),-17.63,5.2404,2.2101,
Pharmaceuticals,LLY,Eli Lilly and Company,"965,262 M",1023.22,$6.89,$29.65,$22.95,101.16,19.415,4.2388,
Health Care Equipment & Supplies,LMAT,"LeMaitre Vascular, Inc.","2,084 M",91.86,$2.93,$16.71,$2.32,15.024,7.9394,1.5783,
Health Care Equipment & Supplies,LNTH,"Lantheus Holdings, Inc.","4,853 M",73.18,$5.97,$16.88,$2.39,14.588,9.9294,2.0339,
Pharmaceuticals,LQDA,Liquidia Corporation,"3,049 M",35.05,($1.26),$0.25,($1.45),-187.21,-25.354,12.515,
Biotechnology,LRMR,"Larimar Therapeutics, Inc.",258 M,3.11,($1.43),$1.62,($1.95),-78.236,-42.994,1.3475,
Health Care Providers & Services,LWSCF,Sienna Senior Living Inc.,"1,587 M",16.86,($0.83),$4.78,$0.32,7.0665,2.7099,3.761,
Biotechnology,LXEO,"Lexeo Therapeutics, Inc.",458 M,6.27,($2.51),$2.20,($2.45),-80.694,-44.665,1.1905,
Pharmaceuticals,LXRX,"Lexicon Pharmaceuticals, Inc.",635 M,1.52,($0.20),$0.33,($0.19),-45.921,-12.942,1.7138,
Biotechnology,LYEL,"Lyell Immunopharma, Inc.",459 M,21.60,($10.70),$17.06,($21.06),-75.751,-24.162,1.2396,
Health Care Equipment & Supplies,MASI,Masimo Corporation,"9,418 M",175.33,$3.11,$15.08,($4.45),-21.142,3.1751,2.2438,
Pharmaceuticals,MAZE,"Maze Therapeutics, Inc.","2,167 M",45.04,($3.58),$7.89,($3.39),-52.686,-27.371,1.1123,
Pharmaceuticals,MBX,"MBX Biosciences, Inc.","1,673 M",37.26,($2.34),$8.67,($2.39),-24.433,-16.643,1.0324,
Health Care Providers & Services,MCK,McKesson Corporation,"114,788 M",937.14,$77.62,($10.55),$34.74,-324.65,4.3303,-64.861,
Health Care Providers & Services,MD,"Pediatrix Medical Group, Inc.","1,657 M",19.30,$3.24,$10.59,$1.91,19.984,6.855,2.4694,
Biotechnology,MDGL,"Madrigal Pharmaceuticals, Inc.","9,922 M",436.87,($7.42),$27.56,($13.04),-41.219,-15.78,2.1774,
Health Care Equipment & Supplies,MDT,Medtronic plc,"125,099 M",97.58,$4.22,$37.95,$3.58,9.8224,4.6847,1.8775,
Biotechnology,MDXG,"MiMedx Group, Inc.",770 M,5.20,$0.45,$1.61,$0.27,19.443,11.983,1.335,
Life Sciences Tools & Services,MEDP,"Medpace Holdings, Inc.","12,671 M",446.44,$23.64,$16.18,$15.28,70.235,16.404,4.3032,
Biotechnology,MESO,Mesoblast Limited,"2,182 M",16.91,($0.04),$0.47,($0.08),-18.954,-5.3688,1.3134,
Biotechnology,MGTX,MeiraGTx Holdings plc,607 M,7.54,($1.51),($0.50),($2.11),-611.42,-41.908,-4.6717,
Biotechnology,MIRM,"Mirum Pharmaceuticals, Inc.","6,317 M",105.49,$0.90,$5.69,($0.84),-15.808,-3.5952,2.6883,
Life Sciences Tools & Services,MLAB,"Mesa Laboratories, Inc.",508 M,92.02,$6.87,$33.79,$0.68,2.1842,2.4701,2.3292,
Biotechnology,MLTX,MoonLake Immunotherapeutics,"1,287 M",18.17,($2.94),$4.54,($3.33),-54.328,-30.722,1.4342,
Biotechnology,MLYS,"Mineralys Therapeutics, Inc.","2,221 M",28.06,($2.86),$7.30,($2.86),-42.137,-26.505,1.0408,
Health Care Equipment & Supplies,MMSI,"Merit Medical Systems, Inc.","4,852 M",81.84,$3.46,$25.80,$1.95,8.3026,4.2806,1.7203,
Biotechnology,MNKD,MannKind Corporation,"1,698 M",5.53,$0.15,($0.15),$0.10,-22.975,9.9471,-11.103,
Biotechnology,MNPR,Monopar Therapeutics Inc.,366 M,54.70,($1.67),$21.25,($2.99),-26.541,-17.988,1.0187,
Health Care Providers & Services,MOH,"Molina Healthcare, Inc.","7,634 M",148.24,($12.05),$79.78,$8.92,11.022,3.1416,3.825,
Pharmaceuticals,MRK,"Merck & Co., Inc.","302,459 M",121.86,$5.19,$20.85,$7.28,37.166,13.755,2.4985,
Biotechnology,MRNA,"Moderna, Inc.","19,419 M",49.70,($5.33),$22.07,($7.26),-28.868,-14.511,1.4264,
Life Sciences Tools & Services,MRVI,"Maravai LifeSciences Holdings, Inc.",447 M,3.08,($0.47),$1.70,($0.84),-40.922,-7.7803,3.4598,
Life Sciences Tools & Services,MTD,Mettler-Toledo International Inc.,"27,978 M",1376.53,$41.18,($1.16),$42.05,-1154.9,20.354,-157.08,
Biotechnology,MYGN,"Myriad Genetics, Inc.",408 M,4.38,($0.32),$4.00,($4.36),-72.522,-5.6717,1.9531,
Biotechnology,NAMS,NewAmsterdam Pharma Company N.V.,"3,927 M",34.63,($1.28),$6.43,($1.95),-39.943,-20.697,1.0802,
Life Sciences Tools & Services,NAUT,"Nautilus Biotechnology, Inc.",365 M,2.89,($0.43),$1.34,($0.50),-32.001,-19.374,1.1879,
Biotechnology,NBIX,"Neurocrine Biosciences, Inc.","13,057 M",130.10,$7.52,$32.50,$4.67,16.383,9.5282,1.4237,
Biotechnology,NBP,NovaBridge Biosciences,383 M,3.32,($0.19),$2.25,($0.30),-18.456,-10.358,1.0714,
Biotechnology,NBTX,Nanobiotix S.A.,"1,272 M",26.29,($0.79),($1.68),($1.28),113.84,-41.643,-.65515,
Health Care Providers & Services,NEO,"NeoGenomics, Inc.","1,295 M",10.01,($0.17),$6.50,($0.84),-12.425,-3.6746,1.6255,
Health Care Equipment & Supplies,NEOG,Neogen Corporation,"2,388 M",10.98,($0.09),$9.67,($2.78),-25.253,-.4594,1.5966,
Biotechnology,NERV,"Minerva Neurosciences, Inc.",274 M,6.34,($1.88),($4.94),($1.85),49.875,-25.816,-.81237,
Pharmaceuticals,NGEN,NervGen Pharma Corp.,340 M,4.29,($0.17),($0.03),($0.26),-820.11,-88.771,-4.4455,
Biotechnology,NGNE,Neurogene Inc.,288 M,18.62,($3.79),$17.97,($4.12),-42.253,-26.914,1.084,
Health Care Providers & Services,NHC,National HealthCare Corporation,"2,458 M",158.42,$9.50,$67.87,$6.48,10.116,4.9502,1.493,
Pharmaceuticals,NKTR,Nektar Therapeutics,"2,067 M",73.86,($12.45),$4.33,($7.90),-180.24,-27.975,3.5417,
Pharmaceuticals,NMRA,"Neumora Therapeutics, Inc.",591 M,3.48,($1.29),$0.82,($1.46),-104.35,-56.705,1.3456,
Biotechnology,NNNN,Anbio Biotechnology,"1,118 M",25.47,<empty>,$0.63,$0.06,11.2,4.73,1.0048,
Health Care Equipment & Supplies,NPCE,"NeuroPace, Inc.",483 M,14.49,($0.52),$0.56,($0.75),-169.27,-11.191,5.7919,
Health Care Providers & Services,NRC,National Research Corporation,282 M,12.45,$0.70,$0.62,$0.50,51.244,10.559,9.641,
Biotechnology,NRIX,"Nurix Therapeutics, Inc.","1,624 M",15.79,($3.04),$5.29,($3.05),-49.629,-26.305,1.2773,
Biotechnology,NTLA,"Intellia Therapeutics, Inc.","1,510 M",13.04,($3.94),$6.46,($4.25),-52.109,-28.514,1.2363,
Biotechnology,NTRA,"Natera, Inc.","30,171 M",216.36,$0.69,$9.10,($2.29),-29.022,-12.889,1.4546,
Health Care Providers & Services,NUTX,Nutex Health Inc.,733 M,103.61,$29.27,$45.93,$17.98,101.68,31.983,3.041,
Pharmaceuticals,NUVB,Nuvation Bio Inc.,"1,879 M",5.48,($0.56),$0.95,($0.64),-52.494,-24.823,1.846,
Biotechnology,NUVL,"Nuvalent, Inc.","8,081 M",104.06,($3.68),$11.70,($5.32),-38.793,-22.961,1.1591,
Biotechnology,NVAX,"Novavax, Inc.","1,499 M",9.225,($2.38),($0.96),$2.07,-100.06,18.014,-7.531,
Health Care Equipment & Supplies,NVCR,NovoCure Limited,"1,275 M",11.39,($0.59),$3.05,($1.61),-50.604,-8.2966,3.9879,
Pharmaceuticals,NVO,Novo Nordisk A/S,"215,443 M",48.45,$1.03,$6.87,$3.62,60.696,17.429,2.7978,
Pharmaceuticals,NVS,Novartis AG,"312,784 M",163.92,$7.95,$24.18,$7.15,30.807,11.143,2.4051,
Health Care Equipment & Supplies,NVST,Envista Holdings Corporation,"4,707 M",28.72,$1.37,$18.96,$0.28,1.556,2.7823,1.8282,
Biotechnology,OCGN,"Ocugen, Inc.",520 M,1.59,($0.18),$0.01,($0.22),-289.93,-63.674,16.302,
Pharmaceuticals,OCUL,"Ocular Therapeutix, Inc.","1,530 M",7.03,($1.16),$3.03,($1.42),-54.852,-26.661,1.235,
Health Care Equipment & Supplies,OFIX,Orthofix Medical Inc.,545 M,13.77,($0.07),$11.20,($3.03),-24.6,-5.463,1.8817,
Pharmaceuticals,OGN,Organon & Co.,"1,955 M",7.52,$2.19,$3.48,$0.72,27.141,6.4011,14.958,
Biotechnology,OLMA,"Olema Pharmaceuticals, Inc.","1,909 M",23.81,($1.62),$4.48,($1.81),-59.225,-34.409,1.1462,
Health Care Equipment & Supplies,OMCL,"Omnicell, Inc.","1,734 M",38.63,$1.46,$27.40,$0.04,.1658,.2978,1.6031,
Health Care Providers & Services,OMDA,"Omada Health, Inc.",689 M,11.89,($0.63),$3.75,($1.09),-57.641,-16.74,1.3226,
Pharmaceuticals,OMER,Omeros Corporation,852 M,12.01,($1.75),($3.15),($2.01),64.721,-32.406,-.84229,
Biotechnology,ONC,BeOne Medicines AG,"39,226 M",354.48,$4.29,$37.33,$0.58,1.8098,1.6893,1.8484,
Health Care Providers & Services,OPCH,"Option Care Health, Inc.","5,660 M",35.66,$1.34,$8.49,$1.27,15.025,6.0339,2.5612,
Health Care Providers & Services,OPK,"OPKO Health, Inc.",929 M,1.21,($0.29),$1.70,($0.25),-13.319,-6.1478,1.5286,
Biotechnology,ORGO,Organogenesis Holdings Inc.,505 M,3.98,($0.41),$2.01,($0.08),.3024,.1797,1.9983,
Biotechnology,ORIC,"ORIC Pharmaceuticals, Inc.","1,103 M",11.33,($1.47),$4.18,($1.70),-39.732,-25.234,1.0597,
Pharmaceuticals,ORINY,Orion Oyj,"11,415 M",40.5675,$1.83,$10.72,$4.18,43.704,21.7,1.5647,
Biotechnology,ORKA,"Oruka Therapeutics, Inc.","1,569 M",32.42,($2.09),$10.00,($1.95),<empty>,<empty>,1.0525,
Pharmaceuticals,OTSKY,"Otsuka Holdings Co., Ltd.","35,491 M",33.60,$3.16,$36.71,$4.38,12.461,7.4615,1.3838,
Health Care Equipment & Supplies,OWLT,"Owlet, Inc.",309 M,11.22,($0.50),($3.28),($2.31),139.47,-10.278,-1.3827,
Life Sciences Tools & Services,PACB,"Pacific Biosciences of California, Inc.",507 M,1.68,($0.44),$0.02,($1.82),-213.45,-34.089,146.58,
Health Care Providers & Services,PACS,"PACS Group, Inc.","6,050 M",38.63,$2.52,$5.56,$1.04,21.749,3.5353,6.4579,
Pharmaceuticals,PAHC,Phibro Animal Health Corporation,"2,102 M",51.85,$1.17,$8.20,$2.26,31.801,8.3383,4.229,
Pharmaceuticals,PBH,Prestige Consumer Healthcare Inc.,"3,265 M",69.01,$5.45,$38.66,$3.79,10.31,6.1327,1.9103,
Biotechnology,PBYI,"Puma Biotechnology, Inc.",342 M,6.79,$0.86,$2.29,$0.74,39.685,9.903,1.7599,
Pharmaceuticals,PCRX,"Pacira BioSciences, Inc.",953 M,23.18,$2.73,$16.93,$0.47,2.9033,2.8884,1.7843,
Biotechnology,PCVX,"Vaxcyte, Inc.","8,229 M",57.32,($4.57),$22.25,($4.84),-20.829,-15.071,1.0964,
Health Care Equipment & Supplies,PEN,"Penumbra, Inc.","13,365 M",340.68,$3.94,$34.70,$4.14,13.319,6.6989,1.2839,
Biotechnology,PEPG,PepGen Inc.,458 M,6.66,($2.59),$2.37,($2.83),-62.248,-34.088,1.165,
Pharmaceuticals,PFE,Pfizer Inc.,"152,718 M",26.86,$1.83,$16.32,$1.36,8.5763,5.1893,2.2492,
Biotechnology,PGEN,"Precigen, Inc.","1,596 M",4.51,($0.25),$0.12,($1.43),-507.72,-52.834,4.0906,
Health Care Providers & Services,PGNY,"Progyny, Inc.","1,790 M",20.76,$2.22,$6.55,$0.62,11.372,7.3737,1.42,
Biotechnology,PHAR,Pharming Group N.V.,"1,147 M",16.47,$0.08,$0.53,$0.00,.0281,5.7625,1.7903,
Pharmaceuticals,PHAT,"Phathom Pharmaceuticals, Inc.",935 M,11.98,($3.12),($5.95),($3.80),90.069,-42.536,-.56869,
Health Care Equipment & Supplies,PHG,Koninklijke Philips N.V.,"29,452 M",30.96,$0.61,$13.53,$1.09,7.8152,3.1831,2.4591,
