Watchlist Scanner

Results
Industry,Symbol,Company Name,Market Cap,Last,Free Cash Flow Per Share - Current (LTM),Book Value Per Share - Current (LTM),Earnings Per Share - TTM - Current (LTM),Return on Equity (ROE) - Current (LTM),Return on Assets (ROA) - Current (LTM),Financial Leverage (Assets/Equity) - Current (LTM),3
Banks,FCBC,"First Community Bankshares, Inc.",725 M,39.53,$3.02,$27.30,$2.65,9.5028,1.4965,6.5122,
Banks,FCCO,First Community Corporation,285 M,30.49,$1.33,$19.39,$2.47,13.08,.9564,13.796,
Banks,FCF,First Commonwealth Financial Corporation,"1,879 M",18.27,$1.28,$15.16,$1.47,10.292,1.273,7.9408,
Consumer Finance,FCFS,"FirstCash Holdings, Inc.","8,054 M",183.10,$11.98,$51.77,$7.42,15.257,7.3282,2.3282,
Banks,FCNCA,"First Citizens BancShares, Inc.","24,828 M",2045.30,$112.28,"$1,718.65",$165.24,9.9221,.973,11.01,
Banks,FDBC,"Fidelity D & D Bancorp, Inc.",261 M,45.21,$4.60,$41.39,$4.86,12.735,1.0575,11.505,
Capital Markets,FDS,FactSet Research Systems Inc.,"7,378 M",198.88,$17.14,$58.21,$15.72,28.831,11.421,1.947,
Capital Markets,FDUS,Fidus Investment Corporation,676 M,18.57,($0.62),$19.56,$2.35,11.925,5.309,1.797,
Banks,FFBC,First Financial Bancorp.,"3,131 M",29.96,$2.85,$28.11,$2.66,9.8172,1.2876,7.6301,
Banks,FFIC,Flushing Financial Corporation,559 M,16.56,$1.55,$20.96,$0.54,2.6359,.2129,12.279,
Banks,FFIN,"First Financial Bankshares, Inc.","4,710 M",33.10,$2.08,$13.48,$1.77,14.392,1.7235,8.0563,
Banks,FFWM,First Foundation Inc.,519 M,6.26,($0.39),$9.96,($1.88),-15.784,-1.264,14.415,
Insurance,FG,"F&G Annuities & Life, Inc.","3,726 M",27.68,$36.98,$35.83,$3.42,9.9415,.5096,19.929,
Banks,FHB,"First Hawaiian, Inc.","3,218 M",26.23,$2.43,$22.57,$2.20,10.257,1.1563,8.6501,
Capital Markets,FHI,"Federated Hermes, Inc.","4,250 M",54.81,$3.40,$16.22,$5.13,34.305,14.89,1.8625,
Banks,FHN,First Horizon Corporation,"12,135 M",25.02,$0.69,$17.52,$1.87,10.935,1.2022,9.8701,
Banks,FIBK,"First Interstate BancSystem, Inc.","3,755 M",37.14,$2.98,$34.09,$2.94,8.9497,1.0832,7.7286,
Consumer Finance,FIGR,"Figure Technology Solutions, Inc.","7,107 M",32.93,$0.51,$5.49,$0.26,6.7992,1.7883,1.8468,
Insurance,FIHL,Fidelis Insurance Holdings Limited,"2,029 M",19.69,($4.70),$23.45,($0.14),-.5744,.1535,5.1697,
Consumer Finance,FINV,FinVolution Group,"1,413 M",5.72,$1.00,$9.19,$1.50,17.787,18.544,1.6033,
Financial Services,FIS,"Fidelity National Information Services, Inc.","25,375 M",49.00,$3.57,$26.70,$0.34,1.1829,4.2885,2.3842,
Banks,FISI,"Financial Institutions, Inc.",667 M,33.67,$1.00,$30.89,$3.61,12.5,1.2083,10.259,
Financial Services,FISV,"Fiserv, Inc.","33,094 M",61.53,$7.83,$48.03,$6.34,13.048,4.5277,3.1069,
Banks,FITB,Fifth Third Bancorp,"47,613 M",52.90,$4.21,$30.18,$3.53,12.193,1.1804,10.744,
Banks,FLG,"Flagstar Bank, National Association","5,558 M",13.36,$4.62,$18.37,($0.51),-2.1701,-.1886,11.454,
Financial Services,FLYW,Flywire Corporation,"1,371 M",11.23,$0.42,$6.79,($0.02),-.2912,.8331,1.5195,
Banks,FMAO,"Farmers & Merchants Bancorp, Inc.",379 M,27.56,$1.76,$27.29,$2.43,9.435,.9798,9.2605,
Banks,FMBH,"First Mid Bancshares, Inc.","1,043 M",43.48,$5.08,$39.97,$3.83,10.166,1.1848,8.3099,
Banks,FMNB,Farmers National Banc Corp.,507 M,13.46,$1.11,$12.90,$1.45,12.242,1.0532,10.8,
Banks,FNB,F.N.B. Corporation,"6,481 M",18.14,$1.54,$18.92,$1.56,8.6576,1.1438,7.4314,
Insurance,FNF,"Fidelity National Financial, Inc.","14,709 M",54.21,$20.94,$30.83,$4.29,13.961,1.1592,12.763,
Banks,FNLC,"The First Bancorp, Inc.",319 M,28.42,$2.81,$25.23,$3.07,12.842,1.0878,11.183,
Financial Services,FOUR,"Shift4 Payments, Inc.","4,025 M",58.49,$4.14,$10.14,$2.15,14.226,3.1377,12.907,
Banks,FRBA,First Bank,419 M,16.88,$2.19,$17.88,$1.74,10.241,1.1283,8.9245,
Capital Markets,FRGE,"Forge Global Holdings, Inc.",617 M,44.54,($3.18),$14.80,($4.94),-28.25,-15.195,1.2437,
Capital Markets,FRHC,Freedom Holding Corp.,"6,855 M",112.03,$47.70,$22.80,$0.04,.2249,.0277,8.8732,
Banks,FRME,First Merchants Corporation,"2,653 M",42.07,$4.66,$42.87,$3.88,9.4726,1.2105,7.7923,
Banks,FRST,Primis Financial Corp.,340 M,13.76,($2.31),$17.12,$2.49,14.683,1.495,9.5707,
Banks,FSBC,Five Star Bancorp,862 M,40.31,$3.27,$20.87,$2.90,14.625,1.3988,10.665,
Banks,FSBW,"FS Bancorp, Inc.",315 M,41.97,$12.65,$41.55,$4.29,11.052,1.0711,10.39,
Capital Markets,FSK,FS KKR Capital Corp.,"3,686 M",13.16,$4.91,$21.99,$0.97,4.24,5.1061,2.2583,
Banks,FSUN,FirstSun Capital Bancorp,"1,089 M",39.06,$3.16,$41.36,$3.47,8.9246,1.1811,7.3569,
Banks,FULT,Fulton Financial Corporation,"3,958 M",22.00,$1.54,$18.33,$2.08,11.711,1.2201,9.74,
Capital Markets,FUTU,Futu Holdings Limited,"21,371 M",153.50,$28.76,$33.62,$8.94,30.061,5.0676,6.6762,
Banks,FVCB,"FVCBankcorp, Inc.",282 M,15.75,$1.16,$14.15,$1.21,9.0221,.9822,9.0389,
Banks,GABC,"German American Bancorp, Inc.","1,619 M",43.17,$4.05,$31.00,$3.06,11.999,1.534,7.2172,
Capital Markets,GAIN,Gladstone Investment Corporation,549 M,13.79,($0.15),$14.95,$3.17,22.157,2.9248,2.0769,
Banks,GBCI,"Glacier Bancorp, Inc.","6,483 M",49.88,$2.79,$32.42,$1.99,6.4274,.7983,7.5889,
Capital Markets,GBDC,"Golub Capital BDC, Inc.","3,217 M",12.22,$1.78,$14.84,$1.24,8.3408,4.7041,2.2752,
Banks,GBFH,GBank Financial Holdings Inc.,464 M,32.78,$1.57,$11.52,$1.44,13.659,1.6865,8.2018,
Insurance,GBLI,"Global Indemnity Group, LLC",402 M,28.08,$0.09,$48.88,$1.94,4.0119,1.2921,2.4768,
Banks,GCBC,"Greene County Bancorp, Inc.",392 M,23.00,$1.93,$15.17,$2.15,15.334,1.1958,12.185,
Capital Markets,GCMG,GCM Grosvenor Inc.,707 M,11.65,$3.85,$0.44,$0.42,765.86,11.694,30.148,
Consumer Finance,GDOT,Green Dot Corporation,660 M,11.89,$1.78,$16.48,($0.86),-5.0868,-.8494,6.3148,
Capital Markets,GEMI,"Gemini Space Station, Inc.",706 M,6.00,($4.42),$5.56,($22.45),85.486,-7.3731,3.5776,
Banks,GGAL,Grupo Financiero Galicia S.A.,"7,652 M",47.64,($0.75),$3.20,$0.35,13.104,2.3231,5.9213,
Insurance,GJNSY,Gjensidige Forsikring ASA,"14,096 M",28.195,$1.22,$4.99,$1.25,23.625,3.0702,6.7792,
Insurance,GL,Globe Life Inc.,"11,464 M",144.01,$15.10,$70.84,$14.07,21.124,3.3073,5.366,
Capital Markets,GLAD,Gladstone Capital Corporation,413 M,18.28,($2.82),$21.13,$1.59,7.1562,4.9556,1.9333,
Insurance,GLRE,"Greenlight Capital Re, Ltd.",476 M,13.97,$4.12,$19.32,($0.06),-.2823,.1571,3.2389,
Capital Markets,GLXY,Galaxy Digital Inc.,"4,168 M",21.63,($0.25),$9.99,($0.61),-11.895,601.44,5.8955,
Insurance,GNW,"Genworth Financial, Inc.","3,507 M",8.78,$0.37,$21.88,$0.58,3.8792,.4253,10.042,
Financial Services,GPN,Global Payments Inc.,"22,471 M",80.25,$11.69,$95.80,$6.65,7.2332,3.2499,2.1159,
Capital Markets,GS,"The Goldman Sachs Group, Inc.","274,929 M",916.65,$49.82,$357.46,$51.32,13.885,.9854,16.477,
Banks,GSBC,"Great Southern Bancorp, Inc.",718 M,64.87,$5.22,$57.50,$6.19,11.487,1.2257,8.8011,
Capital Markets,GSBD,"Goldman Sachs BDC, Inc.","1,045 M",9.16,$3.16,$12.75,$1.14,8.7535,5.6102,2.3267,
Insurance,GSHD,"Goosehead Insurance, Inc.","1,090 M",43.75,$2.53,($6.58),$1.04,-71.862,11.453,-2.5485,
Banks,HAFC,Hanmi Financial Corporation,819 M,27.38,$5.57,$26.87,$2.51,9.9556,.9788,9.8811,
Financial Services,HASI,"HA Sustainable Infrastructure Capital, Inc.","4,759 M",37.13,$1.36,$20.25,$1.41,7.4358,2.4657,3.1799,
Banks,HBAN,Huntington Bancshares Incorporated,"36,232 M",17.85,$1.42,$13.78,$1.39,10.095,1.0383,10.416,
Banks,HBCP,"Home Bancorp, Inc.",473 M,60.46,$5.44,$55.56,$5.87,11.083,1.3281,8.0273,
Banks,HBNC,"Horizon Bancorp, Inc.",915 M,17.94,($0.19),$12.96,($4.22),-26.602,-2.5722,10.159,
Banks,HBT,"HBT Financial, Inc.",895 M,28.49,$2.26,$19.58,$2.44,13.276,1.5242,8.2395,
Insurance,HCI,"HCI Group, Inc.","2,013 M",155.29,$34.19,$63.41,$15.80,32.715,41.176,2.8557,
Banks,HDB,HDFC Bank Limited,"167,729 M",32.70,($2.38),$4.09,$0.54,14.015,1.7489,8.1915,
Banks,HFWA,Heritage Financial Corporation,951 M,28.00,$2.44,$27.13,$1.96,7.5664,.9596,7.5609,
Insurance,HG,"Hamilton Insurance Group, Ltd.","2,883 M",29.31,$8.24,$27.06,$4.19,27.356,5.3585,3.4611,
Insurance,HGTY,"Hagerty, Inc.","1,179 M",11.73,$1.62,$2.11,$0.36,18.394,3.5825,10.167,
Banks,HIFS,Hingham Institution for Savings,690 M,316.27,$10.10,$219.82,$24.76,11.97,1.2121,9.4696,
Insurance,HIG,"The Hartford Insurance Group, Inc.","38,852 M",140.31,$20.59,$67.33,$13.32,21.656,3.7189,4.6123,
Insurance,HIPO,Hippo Holdings Inc.,722 M,28.51,($0.46),$16.64,$3.71,27.541,-1.1699,4.4451,
Capital Markets,HLI,"Houlihan Lokey, Inc.","11,593 M",166.12,$11.11,$32.92,$6.51,20.473,12.082,1.7163,
Capital Markets,HLNE,Hamilton Lane Incorporated,"4,965 M",113.00,$8.57,$19.96,$5.54,31.697,10.857,2.4742,
Insurance,HMN,Horace Mann Educators Corporation,"1,749 M",43.00,$14.93,$36.43,$3.90,11.703,1.0279,10.296,
Banks,HOMB,"Home Bancshares, Inc. (Conway, AR)","5,742 M",29.19,$1.79,$21.88,$2.41,11.515,2.0957,5.3252,
Capital Markets,HOOD,"Robinhood Markets, Inc.","68,185 M",75.65,$1.78,$10.14,$2.05,21.994,5.8547,4.1725,
Banks,HOPE,"Hope Bancorp, Inc.","1,545 M",12.05,$1.01,$17.81,$0.49,2.7881,.3461,8.1163,
Insurance,HRTG,"Heritage Insurance Holdings, Inc.",753 M,24.36,$3.39,$14.96,$4.83,41.645,5.5092,5.4143,
Capital Markets,HRZN,Horizon Technology Finance Corporation,296 M,6.40,$1.49,$7.12,($0.59),-7.2688,6.5281,2.4049,
Banks,HSBC,HSBC Holdings plc,"298,138 M",86.84,$0.13,$9.94,$0.93,9.2944,.5851,16.895,
Banks,HTB,"HomeTrust Bancshares, Inc.",756 M,43.74,$2.86,$35.04,$3.72,11.17,1.4082,7.5674,
Banks,HTBK,Heritage Commerce Corp,821 M,13.33,$0.93,$11.55,$0.78,6.8411,.8384,8.1357,
Capital Markets,HTGC,"Hercules Capital, Inc.","2,875 M",15.65,($2.40),$12.28,$1.85,16.156,6.6083,2.0686,
Banks,HTH,Hilltop Holdings Inc.,"2,288 M",38.43,($0.89),$36.42,$2.64,7.7908,1.0713,7.3072,
Consumer Finance,HTT,High Templar Tech Limited,464 M,2.81,($0.32),$10.17,$0.67,6.8823,-1.7148,1.1674,
Banks,HWC,Hancock Whitney Corporation,"5,602 M",70.27,$6.61,$54.22,$5.67,11.32,1.3778,7.9533,
Insurance,IAFNF,iA Financial Corporation Inc.,"10,106 M",109.68,$4.44,$56.92,$8.37,14.337,.7906,16.396,
Banks,IBCP,Independent Bank Corporation,755 M,36.73,$3.66,$24.48,$3.27,14.315,1.2641,10.947,
Capital Markets,IBKR,"Interactive Brokers Group, Inc.","32,952 M",73.99,$36.45,$12.04,$2.22,23.508,2.4658,37.897,
Banks,IBN,ICICI Bank Limited,"108,910 M",30.44,($0.95),$5.43,$0.82,16.798,2.1422,7.8954,
Banks,IBOC,International Bancshares Corporation,"4,460 M",71.74,$7.29,$50.32,$6.76,14.309,2.5921,5.2917,
Capital Markets,ICE,"Intercontinental Exchange, Inc.","87,519 M",154.11,$6.77,$51.00,$5.77,11.885,2.2546,4.7341,
Insurance,IFCZF,Intact Financial Corporation,"34,180 M",192.496,$15.71,$79.43,$13.37,17.263,4.9236,3.2461,
Banks,IFS,Intercorp Financial Services Inc.,"5,561 M",50.06,($2.66),$33.06,$5.14,16.608,1.9971,8.025,
Insurance,IGIC,International General Insurance Holdings Ltd.,"1,104 M",25.57,$4.59,$16.22,$2.81,18.676,3.7499,3.0908,
Financial Services,IMXI,"International Money Express, Inc.",461 M,15.51,$0.45,$5.04,$1.29,26.84,10.553,3.1982,
Banks,INDB,Independent Bank Corp.,"3,995 M",82.17,$4.50,$72.41,$4.44,6.2548,.9263,6.9868,
Banks,ING,ING Groep N.V.,"84,025 M",29.03,($26.16),$20.12,$2.49,12.617,.6353,21.216,
Banks,INTR,"Inter & Co, Inc.","3,990 M",9.04,($2.04),$4.21,$0.54,14.357,1.5965,9.6967,
Capital Markets,INV,"Innventure, Inc.",264 M,3.33,($1.55),$3.39,($5.38),-261.01,-26.134,2.9172,
Banks,ISBA,Isabella Bank Corporation,383 M,52.30,$2.61,$31.60,$2.56,8.5629,.8804,9.5483,
Banks,ISTR,Investar Holding Corporation,405 M,29.44,$1.35,$27.63,$2.13,8.4459,.8244,10.465,
Insurance,ITIC,Investors Title Company,410 M,217.08,$14.83,$147.25,$19.00,13.116,7.9951,1.3069,
Banks,ITUB,Ita̼ Unibanco Holding S.A.,"102,216 M",9.27,($0.53),$3.39,$0.73,21.014,1.5487,14.993,
Mortgage Real Estate Investment Trusts (REITs),IVR,Invesco Mortgage Capital Inc.,618 M,8.61,$2.47,$8.80,$1.32,13.254,1.6652,10.25,
Capital Markets,IVZ,Invesco Ltd.,"11,704 M",26.36,$3.37,$27.55,($1.60),-1.2192,-1.5498,2.2152,
Financial Services,IX,ORIX Corporation,"39,820 M",36.01,$0.01,$26.47,$2.66,10.685,2.2938,3.9533,
Consumer Finance,JCAP,"Jefferson Capital, Inc.","1,300 M",21.10,$4.54,$7.50,$2.78,37.571,10.29,4.1222,
Capital Markets,JEF,Jefferies Financial Group Inc.,"10,986 M",53.15,($7.94),$51.26,$2.85,6.5786,.9779,7.1882,
Consumer Finance,JFIN,Jiayin Group Inc.,341 M,6.39,$1.77,$11.78,$4.56,47.837,19.909,1.8378,
Capital Markets,JHG,Janus Henderson Group plc,"7,324 M",49.04,$4.14,$35.26,$5.23,16.203,8.0728,1.5709,
Financial Services,JKHY,"Jack Henry & Associates, Inc.","11,629 M",161.14,$6.47,$30.53,$6.97,24.284,13.347,1.389,
Banks,JMSB,"John Marshall Bancorp, Inc.",283 M,19.93,$1.43,$18.78,$1.49,8.29,.9297,8.7809,
Banks,JPM,JPMorgan Chase & Co.,"830,564 M",308.05,($53.23),$126.99,$20.02,16.134,1.3538,12.923,
Insurance,JRVR,"James River Group Holdings, Inc.",315 M,6.85,$0.05,$10.96,($1.81),-6.9655,-.2902,9.829,
Financial Services,JXN,Jackson Financial Inc.,"7,731 M",113.74,$77.62,$141.89,$7.31,5.7548,-.2018,36.464,
Banks,KB,KB Financial Group Inc.,"40,847 M",113.91,($48.50),$105.07,$10.62,9.6554,.7476,13.361,
Banks,KEY,KeyCorp,"24,021 M",21.79,$2.79,$16.22,$1.52,9.482,.9839,10.312,
Insurance,KFS,Kingsway Financial Services Inc.,354 M,12.36,($0.07),$0.58,($0.44),-36.534,-1.1674,14.123,
Capital Markets,KKR,KKR & Co. Inc.,"90,607 M",101.64,$5.63,$30.54,$2.34,8.9461,1.3865,14.647,
Financial Services,KLAR,Klarna Group plc,"5,225 M",13.85,$44.81,$6.49,($6.65),-3.8847,1.2267,8.4859,
Insurance,KMPR,Kemper Corporation,"1,912 M",32.57,$8.93,$45.71,$2.29,4.8627,1.1811,4.6516,
Insurance,KNSL,"Kinsale Capital Group, Inc.","8,701 M",374.00,$41.50,$84.99,$21.65,29.253,7.3757,3.0841,
Mortgage Real Estate Investment Trusts (REITs),KREF,KKR Real Estate Finance Trust Inc.,438 M,6.81,$0.76,$13.27,($1.05),-3.8481,-.7879,7.567,
Banks,KRNY,Kearny Financial Corp.,511 M,8.12,$0.62,$12.04,$0.52,4.3098,.4217,10.062,
Consumer Finance,KSPI,Joint Stock Company Kaspi.kz,"14,095 M",73.88,$3.43,$21.71,$10.47,59.55,15.288,4.555,
Insurance,L,Loews Corporation,"22,326 M",108.35,$12.92,$90.71,$7.97,9.431,1.9653,4.621,
Mortgage Real Estate Investment Trusts (REITs),LADR,Ladder Capital Corp,"1,328 M",10.44,$0.69,$11.66,$0.51,4.2261,1.2742,3.4722,
Capital Markets,LAZ,"Lazard, Inc.","4,796 M",51.09,$4.56,$8.82,$2.17,28.624,5.1572,5.6553,
Consumer Finance,LC,LendingClub Corporation,"1,910 M",16.58,($25.02),$13.01,$1.16,9.5474,.9963,7.7097,
Financial Services,LDI,"loanDepot, Inc.",458 M,2.05,$0.06,$1.20,($0.36),-27.731,-2.2455,24.078,
Banks,LKFN,Lakeland Financial Corporation,"1,526 M",60.50,$4.24,$30.23,$4.01,14.292,1.5124,9.1684,
Insurance,LMND,"Lemonade, Inc.","4,609 M",61.67,($0.45),$6.91,($2.38),-31.338,-5.4786,3.7172,
Insurance,LNC,Lincoln National Corporation,"7,617 M",40.10,($1.51),$51.88,$5.84,12.276,.242,42.057,
Banks,LNKB,"LINKBANCORP, Inc.",341 M,9.10,$0.97,$8.18,$0.90,11.424,1.1266,10.019,
Banks,LOB,"Live Oak Bancshares, Inc.","1,850 M",40.18,$10.93,$25.06,$2.23,9.3588,.7524,13.12,
Capital Markets,LPLA,LPL Financial Holdings Inc.,"26,254 M",327.92,($25.25),$66.76,$10.92,20.858,5.426,3.4602,
Financial Services,LSAK,"Lesaka Technologies, Inc.",376 M,4.48,($0.23),$2.28,($0.63),-26.565,.7546,3.9025,
Consumer Finance,LU,Lufax Holding Ltd,"2,557 M",2.95,$0.34,$12.93,($0.76),-4.0927,2.1018,2.4891,
Consumer Finance,LX,LexinFintech Holdings Ltd.,510 M,3.03,$0.69,$9.74,$1.44,16.412,5.3789,1.9508,
Banks,LYG,Lloyds Banking Group plc,"83,045 M",5.65,($0.32),$0.96,$0.09,10.148,.514,19.805,
Financial Services,MA,Mastercard Incorporated,"463,974 M",520.26,$18.16,$8.65,$16.52,209.92,23.72,6.9997,
Capital Markets,MAIN,Main Street Capital Corporation,"5,185 M",57.88,$3.57,$32.78,$6.03,19.07,5.9404,1.8002,
Banks,MBCN,Middlefield Banc Corp.,283 M,34.87,$2.18,$28.26,$2.39,8.824,1.0342,8.2847,
Insurance,MBI,MBIA Inc.,311 M,6.16,$1.04,($43.18),($3.60),8.4235,.8158,-.94495,
Financial Services,MBIN,Merchants Bancorp,"2,067 M",45.05,($0.68),$37.68,$3.78,9.6713,1.1437,11.246,
Banks,MBWM,Mercantile Bank Corporation,922 M,53.67,$4.01,$42.19,$5.47,13.556,1.3773,9.4294,
Capital Markets,MC,Moelis & Company,"4,642 M",62.73,$7.07,$7.23,$3.15,47.289,19.507,2.8358,
Banks,MCB,Metropolitan Bank Holding Corp.,947 M,93.84,$12.62,$73.66,$6.62,9.6538,.914,11.11,
Banks,MCBS,"MetroCity Bankshares, Inc.",833 M,28.92,$2.41,$18.89,$2.64,14.229,1.6431,8.7597,
Banks,MCHB,Mechanics Bancorp,"3,373 M",15.24,$0.70,$12.37,$1.20,10.291,1.3683,7.8087,
Capital Markets,MCO,Moody's Corporation,"80,153 M",449.29,$13.34,$22.18,$12.42,54.914,13.188,3.8956,
Insurance,MCY,Mercury General Corporation,"4,788 M",86.45,$18.58,$43.64,$9.77,24.799,4.842,3.9551,
Insurance,MET,"MetLife, Inc.","51,179 M",78.10,$21.30,$43.81,$4.71,11.963,.4362,24.866,
Mortgage Real Estate Investment Trusts (REITs),MFA,"MFA Financial, Inc.","1,027 M",10.05,$1.08,$17.82,$0.86,6.9353,1.1039,6.6422,
Insurance,MFC,Manulife Financial Corporation,"60,648 M",36.17,$13.60,$21.05,$2.24,11.494,.5406,21.161,
Banks,MFG,"Mizuho Financial Group, Inc.","114,683 M",9.32,($16.07),$28.91,$2.69,9.653,.3616,26.627,
Capital Markets,MFI,mF International Limited,654 M,13.03,($1.07),$1.71,($2.27),-77.905,-29.156,1.9677,
Capital Markets,MFIC,MidCap Financial Investment Corporation,"1,035 M",11.09,($0.01),$14.66,$1.07,7.1805,5.1735,2.4194,
Capital Markets,MIAX,"Miami International Holdings, Inc.","3,633 M",40.64,$1.89,$10.22,($1.50),-16.408,3.9149,1.4728,
Mortgage Real Estate Investment Trusts (REITs),MITT,"TPG Mortgage Investment Trust, Inc.",265 M,8.36,$1.17,$10.72,$0.90,8.8154,.6229,25.602,
Financial Services,MIUFY,Mitsubishi HC Capital Inc.,"14,062 M",19.59,($1.41),$8.53,$0.81,9.8052,1.3439,6.5305,
Insurance,MKL,Markel Group Inc.,"26,074 M",2067.69,$183.64,"$1,429.48",$169.22,11.936,2.8871,3.7355,
Capital Markets,MKTX,MarketAxess Holdings Inc.,"6,717 M",180.70,$9.28,$31.30,$6.64,19.389,12.052,1.5787,
Capital Markets,MORN,"Morningstar, Inc.","6,657 M",161.85,$11.11,$30.75,$8.87,26.347,8.8631,2.9382,
Banks,MPB,"Mid Penn Bancorp, Inc.",773 M,33.37,$2.83,$34.56,$2.40,7.3073,.8484,7.8704,
Financial Services,MQ,"Marqeta, Inc.","1,822 M",4.14,$0.22,$1.87,($0.08),-4.0983,-2.8076,1.7736,
Insurance,MRSH,"Marsh & McLennan Companies, Inc.","86,595 M",178.87,$10.19,$31.14,$8.43,29.352,7.5103,3.8881,
Capital Markets,MRX,Marex Group plc,"3,009 M",41.97,$22.88,$15.09,$3.46,27.02,1.0926,27.927,
Capital Markets,MS,Morgan Stanley,"276,028 M",174.37,($4.27),$62.98,$10.21,15.729,1.2448,13.619,
Banks,MSBI,"Midland States Bancorp, Inc.",491 M,23.21,$7.89,$21.98,($7.38),-21.702,-2.0754,14.598,
Capital Markets,MSCI,MSCI Inc.,"39,758 M",541.12,$19.07,($36.09),$15.69,-66.896,19.175,-2.1482,
Capital Markets,MSIF,"MSC Income Fund, Inc.",593 M,12.65,($0.88),$15.54,$1.77,11.702,4.9738,1.7677,
Banks,MTB,M&T Bank Corporation,"35,212 M",229.11,$23.83,$173.49,$17.00,9.7965,1.3524,8.105,
Financial Services,MTG,MGIC Investment Corporation,"5,646 M",26.06,$3.34,$23.47,$3.14,14.309,9.1393,1.2898,
Banks,MUFG,"Mitsubishi UFJ Financial Group, Inc.","217,869 M",19.26,($6.08),$12.05,$0.74,6.1126,.3267,19.571,
Banks,MVBF,MVB Financial Corp.,355 M,27.93,$0.54,$26.26,$2.06,8.4162,.8363,9.9079,
Financial Services,NATL,NCR Atleos Corporation,"3,121 M",42.23,$0.75,$4.47,$1.74,44.519,6.2839,17.121,
Consumer Finance,NAVI,Navient Corporation,909 M,9.50,$2.73,$24.99,($0.81),-3.1746,-.1592,20.292,
Banks,NBBK,"NB Bancorp, Inc.",998 M,21.81,$2.14,$20.08,$1.54,7.8421,1.1145,7.3842,
Banks,NBHC,National Bank Holdings Corporation,"1,885 M",41.83,$3.69,$36.67,$2.85,8.1461,1.1129,7.1355,
Banks,NBN,Northeast Bank,999 M,116.82,$0.74,$62.65,$10.36,17.789,1.9307,9.2297,
Banks,NBTB,NBT Bancorp Inc.,"2,363 M",45.16,$4.10,$36.21,$3.33,9.8899,1.1364,8.4353,
Capital Markets,NDAQ,"Nasdaq, Inc.","46,277 M",81.41,$3.47,$21.45,$3.09,15.253,5.055,2.5397,
Banks,NECB,"Northeast Community Bancorp, Inc.",319 M,23.85,$3.72,$26.45,$3.25,13.257,2.1808,5.8672,
Financial Services,NEWT,"NewtekOne, Inc.",370 M,12.90,($20.50),$12.19,$2.18,17.442,5.1316,7.8561,
Banks,NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",557 M,13.34,$1.05,$16.51,$0.02,.1141,.0139,8.3384,
Banks,NIC,"Nicolet Bankshares, Inc.","2,350 M",158.67,$10.17,$85.75,$9.78,12.399,1.6759,7.3033,
Mortgage Real Estate Investment Trusts (REITs),NLY,"Annaly Capital Management, Inc.","16,509 M",22.98,($0.34),$20.21,$2.92,14.22,1.7157,9.491,
Capital Markets,NMFC,New Mountain Finance Corporation,846 M,8.20,$3.84,$12.06,$0.66,5.4348,5.1292,2.4581,
Financial Services,NMIH,"NMI Holdings, Inc.","2,949 M",38.79,$5.31,$33.98,$4.92,16.174,9.1829,1.4819,
Capital Markets,NMR,"Nomura Holdings, Inc.","27,549 M",9.39,$0.94,$7.96,$0.75,9.9279,.6071,16.96,
Consumer Finance,NNI,"Nelnet, Inc.","4,713 M",131.15,$12.75,$101.50,$11.91,12.45,3.0262,3.7984,
Capital Markets,NOAH,Noah Holdings Limited,793 M,12.02,$0.60,$19.97,$0.93,6.709,3.5575,1.1664,
Insurance,NODK,"NI Holdings, Inc.",276 M,13.39,($0.34),$11.82,$0.11,1.068,.7965,2.2306,
Banks,NPB,"Northpointe Bancshares, Inc.",610 M,17.74,$2.27,$16.50,$2.11,16.172,1.3621,12.341,
Consumer Finance,NRDS,"NerdWallet, Inc.",735 M,10.11,$1.13,$5.38,$0.93,20.226,7.9451,1.2247,
Mortgage Real Estate Investment Trusts (REITs),NREF,"NexPoint Real Estate Finance, Inc.",257 M,14.50,$0.55,$20.99,$3.08,17.473,2.0841,14.189,
Banks,NRIM,"Northrim BanCorp, Inc.",557 M,25.21,$6.27,$14.77,$2.87,21.766,2.0406,10.076,
Banks,NTB,The Bank of N.T. Butterfield & Son Limited,"2,178 M",52.87,$5.32,$28.28,$5.47,21.444,1.6373,12.342,
Capital Markets,NTRS,Northern Trust Corporation,"27,023 M",145.02,$8.63,$64.79,$8.74,13.492,1.0443,14.672,
Banks,NU,Nu Holdings Ltd.,"83,925 M",17.32,($1.41),$2.18,$0.52,27.8,4.3239,6.4787,
Banks,NWBI,"Northwest Bancshares, Inc.","1,894 M",12.96,$0.47,$12.94,$0.92,7.227,.8084,8.8692,
Banks,NWFL,Norwood Financial Corp.,285 M,30.63,$2.79,$26.19,$3.01,12.182,1.1705,10.014,
Banks,NWG,NatWest Group plc,"67,072 M",16.83,($2.29),$6.41,$0.91,14.231,.8202,16.774,
Capital Markets,OBDC,Blue Owl Capital Corporation,"5,841 M",11.43,$2.86,$14.89,$1.39,9.7723,5.3966,2.313,
Banks,OBK,"Origin Bancorp, Inc.","1,350 M",43.63,$4.27,$40.28,$2.40,6.2875,.775,7.8005,
Banks,OBT,"Orange County Bancorp, Inc.",463 M,34.66,$3.33,$21.27,$3.33,17.712,1.61,9.352,
